id,startup_id,criterio,score
294,8,3.4_tempo_recuperacao,3.0
295,8,3.5_stress_test,4.0
296,8,4.1_tempo_instalacao,3.0
297,8,4.2_facilidade_config,5.0
298,8,4.3_clareza_dashboard,3.0
299,8,4.4_feedback_usuario,3.0
300,8,4.5_doc_tecnica,4.0
301,8,5.1_autonomia_bateria,5.0
302,8,5.2_eficiencia_carga,3.0
303,8,5.3_consumo_standby,5.0
304,8,5.4_dimensionamento_fonte,4.0
305,8,5.5_modo_sleep,3.0
306,8,6.1_protecao_ip_agua,3.0
307,8,6.2_resistencia_termica,4.0
308,8,6.3_integridade_mecanica,3.0
309,8,6.4_resistencia_impacto,5.0
310,8,6.5_durabilidade_conector,5.0
311,8,7.1_perda_pacotes,5.0
312,8,7.2_latencia_nuvem,3.0
313,8,7.3_integridade_backup,3.0
314,8,7.4_resiliencia_api,5.0
315,8,7.5_seguranca_cripto,4.0
316,8,8.1_risco_supply_chain,3.0
317,8,8.2_frequencia_manutencao,5.0
318,8,8.3_indice_reparabilidade,3.0
319,8,8.4_tempo_montagem,4.0
320,8,8.5_ciclo_vida_material,5.0
321,9,1.1_precisao_basica,4.0
322,9,1.2_calibracao,3.0
323,9,1.3_estabilidade_leitura,5.0
324,9,1.4_latencia_sinal,5.0
325,9,1.5_relacao_sinal_ruido,4.0
326,9,2.1_custo_bom,4.0
327,9,2.2_custo_opex,4.0
328,9,2.3_tempo_deploy,4.0
329,9,2.4_escalabilidade_fabril,3.0
330,9,2.5_competitividade_preco,4.0
331,9,3.1_mtbf_teorico,3.0
332,9,3.2_tratamento_erros,4.0
333,9,3.3_estabilidade_firmware,4.0
334,9,3.4_tempo_recuperacao,5.0
335,9,3.5_stress_test,5.0
336,9,4.1_tempo_instalacao,4.0
337,9,4.2_facilidade_config,3.0
338,9,4.3_clareza_dashboard,4.0
339,9,4.4_feedback_usuario,4.0
340,9,4.5_doc_tecnica,4.0
341,9,5.1_autonomia_bateria,4.0
342,9,5.2_eficiencia_carga,4.0
343,9,5.3_consumo_standby,3.0
344,9,5.4_dimensionamento_fonte,4.0
345,9,5.5_modo_sleep,5.0
346,9,6.1_protecao_ip_agua,4.0
347,9,6.2_resistencia_termica,3.0
348,9,6.3_integridade_mecanica,5.0
349,9,6.4_resistencia_impacto,3.0
350,9,6.5_durabilidade_conector,5.0
351,9,7.1_perda_pacotes,4.0
352,9,7.2_latencia_nuvem,5.0
353,9,7.3_integridade_backup,3.0
354,9,7.4_resiliencia_api,4.0
355,9,7.5_seguranca_cripto,5.0
356,9,8.1_risco_supply_chain,4.0
357,9,8.2_frequencia_manutencao,3.0
358,9,8.3_indice_reparabilidade,3.0
359,9,8.4_tempo_montagem,3.0
360,9,8.5_ciclo_vida_material,5.0
361,10,1.1_precisao_basica,2.0
362,10,1.2_calibracao,3.0
363,10,1.3_estabilidade_leitura,1.0
364,10,1.4_latencia_sinal,3.0
365,10,1.5_relacao_sinal_ruido,1.0
366,10,2.1_custo_bom,1.0
367,10,2.2_custo_opex,3.0
368,10,2.3_tempo_deploy,1.0
369,10,2.4_escalabilidade_fabril,3.0
370,10,2.5_competitividade_preco,1.0
371,10,3.1_mtbf_teorico,2.0
372,10,3.2_tratamento_erros,1.0
373,10,3.3_estabilidade_firmware,3.0
374,10,3.4_tempo_recuperacao,2.0
375,10,3.5_stress_test,3.0
376,10,4.1_tempo_instalacao,1.0
377,10,4.2_facilidade_config,2.0
378,10,4.3_clareza_dashboard,1.0
379,10,4.4_feedback_usuario,3.0
380,10,4.5_doc_tecnica,3.0
381,10,5.1_autonomia_bateria,3.0
382,10,5.2_eficiencia_carga,1.0
383,10,5.3_consumo_standby,1.0
384,10,5.4_dimensionamento_fonte,3.0
385,10,5.5_modo_sleep,1.0
386,10,6.1_protecao_ip_agua,3.0
387,10,6.2_resistencia_termica,1.0
388,10,6.3_integridade_mecanica,1.0
389,10,6.4_resistencia_impacto,3.0
390,10,6.5_durabilidade_conector,2.0
391,10,7.1_perda_pacotes,3.0
392,10,7.2_latencia_nuvem,2.0
393,10,7.3_integridade_backup,2.0
394,10,7.4_resiliencia_api,1.0
395,10,7.5_seguranca_cripto,2.0
396,10,8.1_risco_supply_chain,1.0
397,10,8.2_frequencia_manutencao,1.0
398,10,8.3_indice_reparabilidade,2.0
399,10,8.4_tempo_montagem,2.0
400,10,8.5_ciclo_vida_material,2.0
401,11,1.1_precisao_basica,5.0
402,11,1.2_calibracao,5.0
403,11,1.3_estabilidade_leitura,3.0
404,11,1.4_latencia_sinal,4.0
405,11,1.5_relacao_sinal_ruido,3.0
406,11,2.1_custo_bom,3.0
407,11,2.2_custo_opex,4.0
408,11,2.3_tempo_deploy,3.0
409,11,2.4_escalabilidade_fabril,4.0
410,11,2.5_competitividade_preco,3.0
411,11,3.1_mtbf_teorico,3.0
412,11,3.2_tratamento_erros,3.0
413,11,3.3_estabilidade_firmware,5.0
414,11,3.4_tempo_recuperacao,3.0
415,11,3.5_stress_test,3.0
416,11,4.1_tempo_instalacao,3.0
417,11,4.2_facilidade_config,4.0
418,11,4.3_clareza_dashboard,5.0
419,11,4.4_feedback_usuario,5.0
420,11,4.5_doc_tecnica,5.0
421,11,5.1_autonomia_bateria,5.0
422,11,5.2_eficiencia_carga,4.0
423,11,5.3_consumo_standby,3.0
424,11,5.4_dimensionamento_fonte,4.0
425,11,5.5_modo_sleep,3.0
426,11,6.1_protecao_ip_agua,4.0
427,11,6.2_resistencia_termica,5.0
428,11,6.3_integridade_mecanica,3.0
429,11,6.4_resistencia_impacto,4.0
430,11,6.5_durabilidade_conector,5.0
431,11,7.1_perda_pacotes,4.0
432,11,7.2_latencia_nuvem,5.0
433,11,7.3_integridade_backup,3.0
434,11,7.4_resiliencia_api,5.0
435,11,7.5_seguranca_cripto,4.0
436,11,8.1_risco_supply_chain,3.0
437,11,8.2_frequencia_manutencao,4.0
438,11,8.3_indice_reparabilidade,4.0
439,11,8.4_tempo_montagem,4.0
440,11,8.5_ciclo_vida_material,4.0
441,12,1.1_precisao_basica,3.0
442,12,1.2_calibracao,5.0
443,12,1.3_estabilidade_leitura,5.0
444,12,1.4_latencia_sinal,4.0
445,12,1.5_relacao_sinal_ruido,3.0
446,12,2.1_custo_bom,3.0
447,12,2.2_custo_opex,5.0
448,12,2.3_tempo_deploy,5.0
449,12,2.4_escalabilidade_fabril,5.0
450,12,2.5_competitividade_preco,3.0
451,12,3.1_mtbf_teorico,3.0
452,12,3.2_tratamento_erros,5.0
453,12,3.3_estabilidade_firmware,3.0
454,12,3.4_tempo_recuperacao,5.0
455,12,3.5_stress_test,3.0
456,12,4.1_tempo_instalacao,3.0
457,12,4.2_facilidade_config,3.0
458,12,4.3_clareza_dashboard,3.0
459,12,4.4_feedback_usuario,3.0
460,12,4.5_doc_tecnica,5.0
461,12,5.1_autonomia_bateria,3.0
462,12,5.2_eficiencia_carga,3.0
463,12,5.3_consumo_standby,3.0
464,12,5.4_dimensionamento_fonte,4.0
465,12,5.5_modo_sleep,3.0
466,12,6.1_protecao_ip_agua,5.0
467,12,6.2_resistencia_termica,4.0
468,12,6.3_integridade_mecanica,4.0
469,12,6.4_resistencia_impacto,5.0
470,12,6.5_durabilidade_conector,3.0
471,12,7.1_perda_pacotes,4.0
472,12,7.2_latencia_nuvem,4.0
473,12,7.3_integridade_backup,5.0
474,12,7.4_resiliencia_api,4.0
475,12,7.5_seguranca_cripto,5.0
476,12,8.1_risco_supply_chain,3.0
477,12,8.2_frequencia_manutencao,3.0
478,12,8.3_indice_reparabilidade,3.0
479,12,8.4_tempo_montagem,3.0
480,12,8.5_ciclo_vida_material,3.0
481,13,1.1_precisao_basica,1.0
482,13,1.2_calibracao,3.0
483,13,1.3_estabilidade_leitura,3.0
484,13,1.4_latencia_sinal,1.0
485,13,1.5_relacao_sinal_ruido,1.0
486,13,2.1_custo_bom,2.0
487,13,2.2_custo_opex,2.0
488,13,2.3_tempo_deploy,1.0
489,13,2.4_escalabilidade_fabril,1.0
490,13,2.5_competitividade_preco,3.0
491,13,3.1_mtbf_teorico,2.0
492,13,3.2_tratamento_erros,1.0
493,13,3.3_estabilidade_firmware,3.0
494,13,3.4_tempo_recuperacao,2.0
495,13,3.5_stress_test,3.0
496,13,4.1_tempo_instalacao,1.0
497,13,4.2_facilidade_config,2.0
498,13,4.3_clareza_dashboard,2.0
499,13,4.4_feedback_usuario,2.0
500,13,4.5_doc_tecnica,3.0
501,13,5.1_autonomia_bateria,1.0
502,13,5.2_eficiencia_carga,2.0
503,13,5.3_consumo_standby,2.0
504,13,5.4_dimensionamento_fonte,1.0
505,13,5.5_modo_sleep,1.0
506,13,6.1_protecao_ip_agua,1.0
507,13,6.2_resistencia_termica,1.0
508,13,6.3_integridade_mecanica,2.0
509,13,6.4_resistencia_impacto,3.0
510,13,6.5_durabilidade_conector,2.0
511,13,7.1_perda_pacotes,3.0
512,13,7.2_latencia_nuvem,3.0
513,13,7.3_integridade_backup,2.0
514,13,7.4_resiliencia_api,3.0
515,13,7.5_seguranca_cripto,1.0
516,13,8.1_risco_supply_chain,3.0
517,13,8.2_frequencia_manutencao,1.0
518,13,8.3_indice_reparabilidade,2.0
519,13,8.4_tempo_montagem,1.0
520,13,8.5_ciclo_vida_material,1.0
521,14,1.1_precisao_basica,5.0
522,14,1.2_calibracao,3.0
523,14,1.3_estabilidade_leitura,4.0
524,14,1.4_latencia_sinal,4.0
525,14,1.5_relacao_sinal_ruido,5.0
526,14,2.1_custo_bom,4.0
527,14,2.2_custo_opex,3.0
528,14,2.3_tempo_deploy,4.0
529,14,2.4_escalabilidade_fabril,5.0
530,14,2.5_competitividade_preco,3.0
531,14,3.1_mtbf_teorico,5.0
532,14,3.2_tratamento_erros,5.0
533,14,3.3_estabilidade_firmware,3.0
534,14,3.4_tempo_recuperacao,3.0
535,14,3.5_stress_test,3.0
536,14,4.1_tempo_instalacao,4.0
537,14,4.2_facilidade_config,3.0
538,14,4.3_clareza_dashboard,3.0
539,14,4.4_feedback_usuario,3.0
540,14,4.5_doc_tecnica,3.0
541,14,5.1_autonomia_bateria,5.0
542,14,5.2_eficiencia_carga,5.0
543,14,5.3_consumo_standby,3.0
544,14,5.4_dimensionamento_fonte,3.0
545,14,5.5_modo_sleep,5.0
546,14,6.1_protecao_ip_agua,5.0
547,14,6.2_resistencia_termica,4.0
548,14,6.3_integridade_mecanica,4.0
549,14,6.4_resistencia_impacto,5.0
550,14,6.5_durabilidade_conector,5.0
551,14,7.1_perda_pacotes,4.0
552,14,7.2_latencia_nuvem,5.0
553,14,7.3_integridade_backup,5.0
554,14,7.4_resiliencia_api,4.0
555,14,7.5_seguranca_cripto,3.0
556,14,8.1_risco_supply_chain,5.0
557,14,8.2_frequencia_manutencao,3.0
558,14,8.3_indice_reparabilidade,3.0
559,14,8.4_tempo_montagem,5.0
560,14,8.5_ciclo_vida_material,4.0
561,15,1.1_precisao_basica,3.0
562,15,1.2_calibracao,3.0
563,15,1.3_estabilidade_leitura,5.0
564,15,1.4_latencia_sinal,5.0
565,15,1.5_relacao_sinal_ruido,5.0
566,15,2.1_custo_bom,3.0
567,15,2.2_custo_opex,5.0
568,15,2.3_tempo_deploy,3.0
569,15,2.4_escalabilidade_fabril,3.0
570,15,2.5_competitividade_preco,5.0
571,15,3.1_mtbf_teorico,5.0
572,15,3.2_tratamento_erros,4.0
573,15,3.3_estabilidade_firmware,4.0
574,15,3.4_tempo_recuperacao,3.0
575,15,3.5_stress_test,4.0
576,15,4.1_tempo_instalacao,5.0
577,15,4.2_facilidade_config,5.0
578,15,4.3_clareza_dashboard,4.0
579,15,4.4_feedback_usuario,3.0
580,15,4.5_doc_tecnica,5.0
581,15,5.1_autonomia_bateria,4.0
582,15,5.2_eficiencia_carga,4.0
583,15,5.3_consumo_standby,4.0
584,15,5.4_dimensionamento_fonte,3.0
585,15,5.5_modo_sleep,3.0
586,15,6.1_protecao_ip_agua,3.0
587,15,6.2_resistencia_termica,4.0
588,15,6.3_integridade_mecanica,5.0
589,15,6.4_resistencia_impacto,5.0
590,15,6.5_durabilidade_conector,3.0
591,15,7.1_perda_pacotes,4.0
592,15,7.2_latencia_nuvem,4.0
593,15,7.3_integridade_backup,5.0
594,15,7.4_resiliencia_api,4.0
595,15,7.5_seguranca_cripto,3.0
596,15,8.1_risco_supply_chain,5.0
597,15,8.2_frequencia_manutencao,5.0
598,15,8.3_indice_reparabilidade,4.0
599,15,8.4_tempo_montagem,4.0
600,15,8.5_ciclo_vida_material,4.0
601,16,1.1_precisao_basica,3.0
602,16,1.2_calibracao,5.0
603,16,1.3_estabilidade_leitura,5.0
604,16,1.4_latencia_sinal,3.0
605,16,1.5_relacao_sinal_ruido,4.0
606,16,2.1_custo_bom,3.0
607,16,2.2_custo_opex,5.0
608,16,2.3_tempo_deploy,4.0
609,16,2.4_escalabilidade_fabril,4.0
610,16,2.5_competitividade_preco,4.0
611,16,3.1_mtbf_teorico,5.0
612,16,3.2_tratamento_erros,5.0
613,16,3.3_estabilidade_firmware,5.0
614,16,3.4_tempo_recuperacao,3.0
615,16,3.5_stress_test,4.0
616,16,4.1_tempo_instalacao,4.0
617,16,4.2_facilidade_config,4.0
618,16,4.3_clareza_dashboard,5.0
619,16,4.4_feedback_usuario,4.0
620,16,4.5_doc_tecnica,3.0
621,16,5.1_autonomia_bateria,5.0
622,16,5.2_eficiencia_carga,4.0
623,16,5.3_consumo_standby,3.0
624,16,5.4_dimensionamento_fonte,3.0
625,16,5.5_modo_sleep,5.0
626,16,6.1_protecao_ip_agua,3.0
627,16,6.2_resistencia_termica,4.0
628,16,6.3_integridade_mecanica,3.0
629,16,6.4_resistencia_impacto,3.0
630,16,6.5_durabilidade_conector,3.0
631,16,7.1_perda_pacotes,3.0
632,16,7.2_latencia_nuvem,5.0
633,16,7.3_integridade_backup,3.0
634,16,7.4_resiliencia_api,3.0
635,16,7.5_seguranca_cripto,3.0
636,16,8.1_risco_supply_chain,5.0
637,16,8.2_frequencia_manutencao,3.0
638,16,8.3_indice_reparabilidade,4.0
639,16,8.4_tempo_montagem,5.0
640,16,8.5_ciclo_vida_material,3.0
641,17,1.1_precisao_basica,4.0
642,17,1.2_calibracao,3.0
643,17,1.3_estabilidade_leitura,3.0
644,17,1.4_latencia_sinal,4.0
645,17,1.5_relacao_sinal_ruido,4.0
646,17,2.1_custo_bom,5.0
647,17,2.2_custo_opex,4.0
648,17,2.3_tempo_deploy,4.0
649,17,2.4_escalabilidade_fabril,5.0
650,17,2.5_competitividade_preco,3.0
651,17,3.1_mtbf_teorico,5.0
652,17,3.2_tratamento_erros,5.0
653,17,3.3_estabilidade_firmware,5.0
654,17,3.4_tempo_recuperacao,3.0
655,17,3.5_stress_test,3.0
656,17,4.1_tempo_instalacao,4.0
657,17,4.2_facilidade_config,5.0
658,17,4.3_clareza_dashboard,5.0
659,17,4.4_feedback_usuario,4.0
660,17,4.5_doc_tecnica,5.0
661,17,5.1_autonomia_bateria,3.0
662,17,5.2_eficiencia_carga,5.0
663,17,5.3_consumo_standby,4.0
664,17,5.4_dimensionamento_fonte,4.0
665,17,5.5_modo_sleep,4.0
666,17,6.1_protecao_ip_agua,3.0
667,17,6.2_resistencia_termica,4.0
668,17,6.3_integridade_mecanica,3.0
669,17,6.4_resistencia_impacto,4.0
670,17,6.5_durabilidade_conector,4.0
671,17,7.1_perda_pacotes,4.0
672,17,7.2_latencia_nuvem,4.0
673,17,7.3_integridade_backup,3.0
674,17,7.4_resiliencia_api,5.0
675,17,7.5_seguranca_cripto,4.0
676,17,8.1_risco_supply_chain,4.0
677,17,8.2_frequencia_manutencao,3.0
678,17,8.3_indice_reparabilidade,4.0
679,17,8.4_tempo_montagem,3.0
680,17,8.5_ciclo_vida_material,5.0
681,18,1.1_precisao_basica,1.0
